name,label,predict,summary,description,人工初判
util-linux-user,工具,服务,libuser based util-linux utilities ,chfn and chsh utilities with dependence on libuser 
policycoreutils-restorecond,工具,服务,SELinux restorecond utilities ,The policycoreutils-restorecond package contains the restorecond service. 
lorax-composer,工具,服务, Lorax Image Composer API Server, lorax-composer provides a REST API for building images using lorax.
helm-bash-completion,工具,库, Bash Completion for helm, Bash command line completion support for helm.
scl-utils-build,工具,库, RPM build macros for alternative packaging, Essential RPM build macros for alternative packaging.
java-11-alibaba-dragonwell-jmods,工具,库, Alibaba Dragonwell11 jmods, Alibaba Dragonwell11 jmods
dracut-config-generic,工具,服务,dracut configuration to turn off hostonly image generation ,"This package provides the configuration to turn off the host specific initramfs
generation with dracut and generates a generic image by default. "
ipa-client-common,工具,服务, Common files used by IPA client," IPA is an integrated solution to provide centrally managed Identity (users,
hosts, services), Authentication (SSO, 2FA), and Authorization
(host access control, SELinux user roles, services). The solution provides
features for further integration with Linux based clients (SUDO, automount)
and integration with Active Directory based infrastructures (Trusts).
If your network uses IPA for authentication, this package should be
installed on every client machine."
python3-tracer,工具,库, Common files for tracer," Tracer determines which applications use outdated files and prints them. For
special kind of applications such as services or daemons, it suggests a standard
command to restart it. Detecting whether file is outdated or not is based on a
simple idea. If application has loaded in memory any version of a file
which is provided by any package updated since system was booted up, tracer
consider this application as outdated.

Python 3 version."
texlive-ec,工具,其它, Computer modern fonts in T1 and TS1 encodings," The EC fonts are European Computer Modern Fonts, supporting the
complete LaTeX T1 encoding defined at the 1990 TUG conference
hold at Cork/Ireland. These fonts are intended to be stable
with no changes being made to the tfm files. The set also
contains a Text Companion Symbol font, called tc, featuring
many useful characters needed in text typesetting, for example
oldstyle digits, currency symbols (including the newly created
Euro symbol), the permille sign, copyright, trade mark and
servicemark as well as a copyleft sign, and many others. Recent
releases of LaTeX2e support the EC fonts. The EC fonts
supersede the preliminary version released as the DC fonts. The
fonts are available in (traced) Adobe Type 1 format, as part of
the cm-super bundle. The other Computer Modern-style T1-encoded
Type 1 set, Latin Modern, is not actually a direct development
of the EC set, and differs from the EC in a number of
particulars."
oci-systemd-hook,工具,库, OCI systemd hook for docker, OCI systemd hooks enable running systemd in a OCI runc/docker container.
ndctl,工具,库,"Manage ""libnvdimm"" subsystem devices (Non-volatile Memory) ","Utility library for managing the ""libnvdimm"" subsystem.  The ""libnvdimm""
subsystem defines a kernel device model and control message interface for
platform NVDIMM resources like those defined by the ACPI 6+ NFIT (NVDIMM
Firmware Interface Table). "
sane-backends,工具,服务, Scanner access software," Scanner Access Now Easy (SANE) is a universal scanner interface.  The
SANE application programming interface (API) provides standardized
access to any raster image scanner hardware (flatbed scanner,
hand-held scanner, video and still cameras, frame-grabbers, etc.)."
nerdctl,工具,库, Docker-compatible CLI for containerd, nerdctl is a Docker-compatible CLI for containerd.
dnssec-trigger,工具,服务, Tool for dynamic reconfiguration of validating resolver Unbound," dnssec-trigger reconfigures the local Unbound DNS server. Unbound is a
resolver performing DNSSEC validation. dnssec-trigger is a set of daemon
and script. On every network configuration change dnssec-trigger performs
set of tests and configures Unbound based on the current NetworkManager
configuration, its own configuration and results of performed tests."
texlive-lm-math,工具,其它, OpenType maths fonts for Latin Modern," Latin Modern Math is a maths companion for the Latin Modern
family of fonts, in OpenType format. For use with LuaLaTeX or
XeLaTeX, support is available from the unicode-math package."
evolution-langpacks,工具,其它, Translations for evolution, This package contains translations for evolution.
corosync-vqsim,工具,库, The Corosync Cluster Engine - Votequorum Simulator," A command-line simulator for the corosync votequorum subsystem.
It uses the same code as the corosync quorum system but forks
them into subprocesses to simulate nodes.
Nodes can be added and removed as well as partitioned (to simulate
network splits)"
gcc-toolset-11-elfutils-libs,工具,库, Libraries to handle compiled objects," The elfutils-libs package contains libraries which implement DWARF, ELF,
and machine-specific ELF handling and process introspection.  These
libraries are used by the programs in the elfutils package.  The
elfutils-devel package enables building other programs using these
libraries."
texlive-ctablestack,工具,库, Catcode table stable support," This package provides a method for defining category code table
stacks in LuaTeX. It builds on code provided by the 2015/10/01
release of LaTeX2e (also available as ltluatex.sty for plain
users). It is required by the luatexbase package (v1.0 onward)
which uses ctablestack to provide a back-compatibility form of
this concept."
maven-compiler-plugin,工具,服务, Maven Compiler Plugin, The Compiler Plugin is used to compile the sources of your project.
virt-v2v-bash-completion,工具,库, Bash tab-completion for virt-v2v," Install this package if you want intelligent bash tab-completion
for virt-v2v."
grub2-efi-ia32,工具,库,GRUB for EFI systems. ,"
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides support for efi-ia32 systems. "
