name,label,summary,description,predict
maven-verifier-javadoc,应用, Javadoc for maven-verifier, API documentation for maven-verifier.,应用
maven-wagon-http-shared,应用, http-shared module for maven-wagon, http-shared module for maven-wagon.,应用
maven-wagon-provider-api,应用, provider-api module for maven-wagon, provider-api module for maven-wagon.,应用
maven-wagon,应用, Tools to manage artifacts and deployment," Maven Wagon is a transport abstraction that is used in Maven's
artifact and repository handling code. Currently wagon has the
following providers:
* File
* HTTP
* FTP
* SSH/SCP
* WebDAV
* SCM (in progress)",应用
maven-wagon-javadoc,应用, Javadoc for maven-wagon, Javadoc for maven-wagon.,应用
mc,应用, User-friendly text console file manager and visual shell," Midnight Commander is a visual shell much like a file manager, only with
many more features. It is a text mode application, but it also includes
mouse support. Midnight Commander's best features are its ability to FTP,
view tar and zip files, and to poke into RPMs for specific files.",系统
libmcpp,应用, Alternative C/C++ preprocessor (library build), This package provides a library build of mcpp.,应用
media-player-info,应用, Data files describing media player capabilities," media-player-info is a repository of data files describing media player
(mostly USB Mass Storage ones) capabilities. These files contain information
about the directory layout to use to add music to these devices, about the
supported file formats, etc.

The package also installs a udev rule to identify media player devices.",应用
mesa-libGL,应用, Mesa libGL runtime libraries, Mesa libGL runtime libraries.,应用
mingw32-binutils,应用, Cross-compiled version of binutils for the Win32 environment," Cross compiled binutils (utilities like 'strip', 'as', 'ld') which
understand Windows executables and DLLs.",应用
mingw-binutils-generic,应用, Utilities which are needed for both the Win32 and Win64 toolchains," Utilities (like strip and objdump) which are needed for
both the Win32 and Win64 toolchains",系统
mingw64-bzip2,应用, 64 Bit version of bzip2 for Windows," Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software.",应用
mingw64-bzip2-static,应用, Static library for mingw64-bzip2 development, Static library for mingw64-bzip2 development.,应用
mingw32-cairo,应用, MinGW Windows Cairo library, MinGW Windows Cairo library.,应用
mingw64-cairo,应用, MinGW Windows Cairo library, MinGW Windows Cairo library.,应用
mingw32-crt,应用, MinGW Windows cross-compiler runtime for the win32 target," MinGW Windows cross-compiler runtime, base libraries for the win32 target.",应用
mingw64-crt,应用, MinGW Windows cross-compiler runtime for the win64 target," MinGW Windows cross-compiler runtime, base libraries for the win64 target.",应用
mingw64-filesystem,应用, MinGW cross compiler base filesystem and environment for the win64 target," This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages.",应用
mingw64-fontconfig,应用, MinGW Windows Fontconfig library, MinGW Windows Fontconfig library.,应用
mingw64-gcc,应用, MinGW Windows cross-compiler (GCC) for C for the win64 target, MinGW Windows cross-compiler (GCC) for C for the win64 target.,应用
mingw32-gettext-static,应用, Static version of the MinGW Windows Gettext library, Static version of the MinGW Windows Gettext library.,应用
mingw32-glib2,应用, MinGW Windows Glib2 library for the win32 target, MinGW Windows Glib2 library.,应用
mingw64-glib2,应用, MinGW Windows Glib2 library for the win64 target, MinGW Windows Glib2 library.,应用
mingw64-gstreamer1,应用, MinGW Windows Streaming-Media Framework Runtime," GStreamer is a streaming-media framework, based on graphs of filters
which operate on media data. Applications using this library can do
anything from real-time sound processing to playing videos, and just
about anything else media-related. Its plug-in-based architecture
means that new data types or processing capabilities can be added by
installing new plug-ins.",应用
mingw64-harfbuzz,应用, MinGW Windows Harfbuzz library, HarfBuzz is an implementation of the OpenType Layout engine.,应用
mingw32-libjpeg-turbo,应用, MinGW Windows Libjpeg-turbo library, MinGW Windows cross compiled Libjpeg-turbo library.,应用
mingw32-libpng,应用, MinGW Windows Libpng library, MinGW Windows Libpng library.,应用
mingw32-libtiff-static,应用, Static version of the MinGW Windows LibTIFF library, Static version of the MinGW Windows LibTIFF library.,应用
mingw64-libtiff,应用, MinGW Windows port of the LibTIFF library," The libtiff package contains a library of functions for manipulating
TIFF (Tagged Image File Format) image format files.  TIFF is a widely
used file format for bitmapped images.  TIFF files usually end in the
.tif extension and they are often quite large.

The libtiff package should be installed if you need to manipulate TIFF
format image files.",应用
mingw32-pcre,应用, MinGW Windows pcre library," Cross compiled Perl-compatible regular expression library for use with mingw32.

PCRE has its own native API, but a set of ""wrapper"" functions that are based on
the POSIX API are also supplied in the library libpcreposix. Note that this
just provides a POSIX calling interface to PCRE: the regular expressions
themselves still follow Perl syntax and semantics. The header file
for the POSIX-style functions is called pcreposix.h.",应用
mingw32-pcre-static,应用, Static version of the mingw32-pcre library, Static version of the mingw32-pcre library.,应用
mingw32-readline,应用, MinGW port of readline for editing typed command lines," The Readline library provides a set of functions that allow users to
edit command lines. Both Emacs and vi editing modes are available. The
Readline library includes additional functions for maintaining a list
of previously-entered command lines for recalling or editing those
lines, and for performing csh-like history expansion on previous
commands.

This is a port of the library and development tools to Windows.",应用
mingw64-readline,应用, MinGW port of readline for editing typed command lines," The Readline library provides a set of functions that allow users to
edit command lines. Both Emacs and vi editing modes are available. The
Readline library includes additional functions for maintaining a list
of previously-entered command lines for recalling or editing those
lines, and for performing csh-like history expansion on previous
commands.

This is a port of the library and development tools to Windows.",应用
