name,label,summary,description
gedit-plugins,服务, Plugins for gedit, A collection of plugins for gedit.
openssh-askpass,服务, A passphrase dialog for OpenSSH and X," OpenSSH is a free version of SSH (Secure SHell), a program for logging
into and executing commands on a remote machine. This package contains
an X11 passphrase dialog for OpenSSH."
postgresql-upgrade,服务, Support for upgrading from the previous major release of PostgreSQL," The postgresql-upgrade package contains the pg_upgrade utility and supporting
files needed for upgrading a PostgreSQL database from the previous major
version of PostgreSQL."
gnome-shell-extension-horizontal-workspaces,服务, Desktop icons support for the classic experience, This GNOME Shell extension adds desktop icons support as seen in GNOME 2
gnome-shell-extension-native-window-placement,服务, Native window placement for GNOME Shell," This GNOME Shell extension provides additional configurability for the window
layout in the overview, including a mechanism similar to KDE4."
usb_modeswitch,服务,USB Modeswitch gets mobile broadband cards in operational mode ,"USB Modeswitch brings up your datacard into operational mode. When plugged
in they identify themselves as cdrom and present some non-Linux compatible
installation files. This tool deactivates this cdrom-device and enables
the real communication device. It supports most devices built and
sold by Huawei, T-Mobile, Vodafone, Option, ZTE, Novatel. "
gssdp,服务, Resource discovery and announcement over SSDP," GSSDP implements resource discovery and announcement over SSDP and is part
of gUPnP.  GUPnP is an object-oriented open source framework for creating
UPnP devices and control points, written in C using GObject and libsoup. The
GUPnP API is intended to be easy to use, efficient and flexible."
fence-agents-aws,服务, Fence agent for Amazon AWS, Fence agent for Amazon AWS instances.
fence-agents-heuristics-ping,服务, Pseudo fence agent to affect other agents based on ping-heuristics," Fence pseudo agent used to affect other agents based on
ping-heuristics."
libvirt,服务, Library providing a simple virtualization API," Libvirt is a C toolkit to interact with the virtualization capabilities
of recent versions of Linux (and other OSes). The main package includes
the libvirtd server exporting the virtualization support."
opencryptoki,服务,Implementation of the PKCS#11 (Cryptoki) specification v3.0 ,"Opencryptoki implements the PKCS#11 specification v2.20 for a set of
cryptographic hardware, such as IBM 4764 and 4765 crypto cards, and the
Trusted Platform Module (TPM) chip. Opencryptoki also brings a software
token implementation that can be used without any cryptographic
hardware.
This package contains the Slot Daemon (pkcsslotd) and general utilities. "
shim-ia32,服务,First-stage UEFI bootloader ,"Initial UEFI bootloader that handles chaining to a trusted full
bootloader under secure boot environments. This package contains the
version signed by the UEFI signing service. "
hypervfcopyd,服务, Hyper-V FCOPY daemon," Hypervfcopyd is an implementation of file copy service functionality
for Linux Guest running on Hyper-V. The daemon enables host to copy
a file (over VMBUS) into the Linux Guest. The daemon first registers
with the kernel driver. After this is done it waits for instructions
from Windows Host."
epel-next-release,服务, Extra Packages for Enterprise Linux Next repository configuration," This package contains the Extra Packages for Enterprise Linux (EPEL) Next
configuration for yum."
gedit-plugin-drawspaces,服务, gedit drawspaces plugin, The gedit drawspaces plugin.
fence-virt,服务, A pluggable fencing framework for virtual machines, Fencing agent for virtual machines.
kata-containers,服务, Kata Containers version 3.x repository," 
Kata Containers version 3.x repository. Kata Containers is an open source
project and community working to build a standard implementation of lightweight
Virtual Machines (VMs) that feel and perform like containers, but provide the
workload isolation and security advantages of VMs. https://katacontainers.io/.

%gopkg"
nginx-all-modules,服务, A meta package that installs all available Nginx modules, A meta package that installs all available Nginx modules.
cockpit-system,服务, Cockpit admin interface package for configuring and troubleshooting a system, This package contains the Cockpit shell and system configuration interfaces.
plymouth-plugin-script,服务," Plymouth ""script"" plugin"," This package contains the ""script"" boot splash plugin for
Plymouth. It features an extensible, scriptable boot splash
language that simplifies the process of designing custom
boot splash themes."
virtio-win,服务, VirtIO para-virtualized drivers for Windows(R)," VirtIO para-virtualized Windows(R) drivers for 32-bit and 64-bit
Windows(R) guests."
tuned-profiles-atomic,服务,Additional tuned profile(s) targeted to Atomic ,Additional tuned profile(s) targeted to Atomic host and guest. 
gnome-terminal,服务, Terminal emulator for GNOME," gnome-terminal is a terminal emulator for GNOME. It features the ability to use
multiple terminals in a single window (tabs) and profiles support."
rtkit,服务, Realtime Policy and Watchdog Daemon," RealtimeKit is a D-Bus system service that changes the
scheduling policy of user processes/threads to SCHED_RR (i.e. realtime
scheduling mode) on request. It is intended to be used as a secure
mechanism to allow real-time scheduling to be used by normal user
processes."
NetworkManager-config-server,服务,"NetworkManager config file for ""server-like"" defaults ","This adds a NetworkManager configuration file to make it behave more
like the old ""network"" service. In particular, it stops NetworkManager
from automatically running DHCP on unconfigured ethernet devices, and
allows connections with static IP addresses to be brought up even on
ethernet devices with no carrier.

This package is intended to be installed by default for server
deployments. "
xorg-x11-docs,服务, X.Org X11 documentation," Protocol and other technical documentation for the X.Org X11 X Window System
implementation."
postgresql-docs,服务, Extra documentation for PostgreSQL," The postgresql-docs package contains some additional documentation for
PostgreSQL.  Currently, this includes the main documentation in PDF format
and source files for the PostgreSQL tutorial."
libsss_nss_idmap,服务, Library for SID and certificate based lookups, Utility library for SID and certificate based lookups
pcp-pmda-apache,服务, Performance Co-Pilot (PCP) metrics for the Apache webserver," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Apache webserver."
dleyna-renderer,服务, Service for interacting with Digital Media Renderers," D-Bus service for clients to discover and manipulate DLNA Digital Media
Renderers (DMRs)."
xorg-x11-server-Xwayland,服务, Xwayland, Xwayland is an X server for running X clients under Wayland.
