name,label,pred,summary,description
man-pages-overrides,库,工具, Complementary and updated manual pages," A collection of manual (""man"") pages to complement other packages or update
those contained therein. Always have the latest version of this package
installed."
qt5-qtdoc,库,库, Main Qt5 Reference Documentation," QtDoc contains the main Qt Reference Documentation, which includes
overviews, Qt topics, and examples not specific to any Qt module."
gupnp-igd,库,库, Library to handle UPnP IGD port mapping, gupnp-igd is a library to handle UPnP IGD port mapping.
coreutils-single,工具,工具,coreutils multicall binary ,"These are the GNU core utilities,
packaged as a single multicall binary. "
clippy,库,库, Lints to catch common mistakes and improve your Rust code, A collection of lints to catch common mistakes and improve your Rust code.
abrt-tui,工具,工具, abrt's command line interface," This package contains a simple command line client for processing abrt reports
in command line environment."
fence-agents-azure-arm,服务,服务, Fence agent for Azure Resource Manager, Fence agent for Azure Resource Manager instances.
xorg-x11-server-Xwayland,服务,服务, Xwayland, Xwayland is an X server for running X clients under Wayland.
hunspell-he,工具,工具, Hebrew hunspell dictionaries, Hebrew hunspell dictionaries.
hunspell-mk,工具,工具, Macedonian hunspell dictionaries, Macedonian hunspell dictionaries.
unit-api,库,库, JSR 363 - Units of Measurement API," The Unit of Measurement library provides a set of
Java language programming interfaces for handling
units and quantities. The interfaces provide a layer
which separates client code, which would call the
API, from library code, which implements the API.

The specification contains Interfaces and abstract
classes with methods for unit operations:

* Checking of unit compatibility
* Expression of a quantity in various units
* Arithmetic operations on units"
evolution-mapi-langpacks,工具,工具, Translations for evolution-mapi, This package contains translations for evolution-mapi.
pinentry-gnome3,工具,工具, Passphrase/PIN entry dialog for GNOME 3," Pinentry is a collection of simple PIN or passphrase entry dialogs which
utilize the Assuan protocol as described by the aegypten project; see
http://www.gnupg.org/aegypten/ for details.
This package contains the GNOME 3 version of the PIN entry dialog."
python3-jsonpointer,库,库, Resolve JSON Pointers in Python, Library to resolve JSON Pointers according to RFC 6901.
c-ares,库,库, A library that performs asynchronous DNS operations," c-ares is a C library that performs DNS requests and name resolves
asynchronously. c-ares is a fork of the library named 'ares', written
by Greg Hudson at MIT."
virt-manager,工具,工具, Desktop tool for managing virtual machines via libvirt," Virtual Machine Manager provides a graphical tool for administering virtual
machines for KVM, Xen, and LXC. Start, stop, add or remove virtual devices,
connect to a graphical or serial console, and see resource usage statistics
for existing VMs on local or remote machines. Uses libvirt as the backend
management API."
texlive-dvips,工具,工具, A DVI to PostScript driver," This package has been withdrawn from CTAN, and bundled into the
distributions' package sets. The current sources of dvips may
be found in the distribution of dvipsk which forms part of the
TeX-live sources."
hunspell-nb,工具,工具, Bokmaal hunspell dictionaries, Bokmaal hunspell dictionaries.
google-noto-sans-kaithi-fonts,其它,其它, Sans Kaithi font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kaithi."
mod_session,服务,服务, Session interface for the Apache HTTP Server," The mod_session module and associated backends provide an abstract
interface for storing and accessing per-user session data."
hunspell-tet,工具,工具, Tetum hunspell dictionaries, Tetum hunspell dictionaries.
clufter-lib-ccs,库,库, Extra plugins for transforming/analyzing CMAN configuration," This package contains set of additional plugins targeting CMAN cluster
configuration: either experimental commands or internally unused, reusable
formats and filters."
perl-HTTP-Cookies,库,库, HTTP cookie jars," This class is for objects that represent a ""cookie jar"" -- that is, a
database of all the HTTP cookies that a given LWP::UserAgent object
knows about."
langpacks-vi,其它,其它, Vietnamese langpacks meta-package, This package provides Vietnamese langpacks meta-package.
boost-type_erasure,库,库, Run-time component of boost type erasure library," 
The Boost.TypeErasure library provides runtime polymorphism in C++
that is more flexible than that provided by the core language."
atlas,库,工具,Automatically Tuned Linear Algebra Software ,"The ATLAS (Automatically Tuned Linear Algebra Software) project is an
ongoing research effort f(ocusing on applying empirical techniques in
order to provide portable performance. At present, it provides C and
Fortran77 interfaces to a portably efficient BLAS implementation, as
well as a few routines from LAPACK.

The performance improvements in ATLAS are obtained largely via
compile-time optimizations and tend to be specific to a given hardware
configuration. In order to package ATLAS some compromises
are necessary so that good performance can be obtained on a variety
of hardware. This set of ATLAS binary packages is therefore not
necessarily optimal for any specific hardware configuration.  However,
the source package can be used to compile customized ATLAS packages;
see the documentation for information. "
python3-tkinter,库,库, A GUI toolkit for Python," The Tkinter (Tk interface) library is a graphical user interface toolkit for
the Python programming language."
