src_name,zero_description,zero_summary,description,summary,primary_rpm_name,primary_description,primary_summary,rpm_name,分层分类
redis-6.0.9-5.module+an8.4.0+10402+8261f840.src.rpm,,,"Redis is an advanced key-value store. It is often referred to as a data
structure server since keys can contain strings, hashes, lists, sets and
sorted sets.

You can run atomic operations on these types, like appending to a string;
incrementing the value in a hash; pushing to a list; computing set
intersection, union and difference; or getting the member with highest
ranking in a sorted set.

In order to achieve its outstanding performance, Redis works with an
in-memory dataset. Depending on your use case, you can persist it either
by dumping the dataset to disk every once in a while, or by appending
each command to a log.

Redis also supports trivial-to-setup master-slave replication, with very
fast non-blocking first synchronization, auto-reconnection on net split
and so forth.

Other features include Transactions, Pub/Sub, Lua scripting, Keys with a
limited time-to-live, and configuration settings to make Redis behave like
a cache.

You can use Redis from most programming languages also.
","A persistent key-value database
",redis,"Redis is an advanced key-value store. It is often referred to as a data
structure server since keys can contain strings, hashes, lists, sets and
sorted sets.

You can run atomic operations on these types, like appending to a string;
incrementing the value in a hash; pushing to a list; computing set
intersection, union and difference; or getting the member with highest
ranking in a sorted set.

In order to achieve its outstanding performance, Redis works with an
in-memory dataset. Depending on your use case, you can persist it either
by dumping the dataset to disk every once in a while, or by appending
each command to a log.

Redis also supports trivial-to-setup master-slave replication, with very
fast non-blocking first synchronization, auto-reconnection on net split
and so forth.

Other features include Transactions, Pub/Sub, Lua scripting, Keys with a
limited time-to-live, and configuration settings to make Redis behave like
a cache.

You can use Redis from most programming languages also.",A persistent key-value database,"redis
",应用服务
redland-1.0.17-14.el8.src.rpm,,,"Redland is a library that provides a high-level interface for RDF
(Resource Description Framework) implemented in an object-based API.
It is modular and supports different RDF/XML parsers, storage
mechanisms and other elements. Redland is designed for applications
developers to provide RDF support in their applications as well as
for RDF developers to experiment with the technology.
","RDF Application Framework
",redland,"Redland is a library that provides a high-level interface for RDF
(Resource Description Framework) implemented in an object-based API.
It is modular and supports different RDF/XML parsers, storage
mechanisms and other elements. Redland is designed for applications
developers to provide RDF support in their applications as well as
for RDF developers to experiment with the technology.",RDF Application Framework,"redland
",应用库
regexp-1.5-26.module+el8.2.0+10048+55533a4a.src.rpm,,,"Regexp is a 100% Pure Java Regular Expression package that was
graciously donated to the Apache Software Foundation by Jonathan Locke.
He originally wrote this software back in 1996 and it has stood up quite
well to the test of time.
It includes complete Javadoc documentation as well as a simple Applet
for visual debugging and testing suite for compatibility.
Javadoc for regexp.
","Simple regular expressions API
Javadoc for regexp
",regexp,"Regexp is a 100% Pure Java Regular Expression package that was
graciously donated to the Apache Software Foundation by Jonathan Locke.
He originally wrote this software back in 1996 and it has stood up quite
well to the test of time.
It includes complete Javadoc documentation as well as a simple Applet
for visual debugging and testing suite for compatibility.",Simple regular expressions API,"regexp-javadoc
",应用库
relaxngDatatype-2011.1-7.module+el8.2.0+10029+75dfac13.src.rpm,,,"RELAX NG is a public space for test cases and other ancillary software
related to the construction of the RELAX NG language and its
implementations.
","RELAX NG Datatype API
",relaxngDatatype,"RELAX NG is a public space for test cases and other ancillary software
related to the construction of the RELAX NG language and its
implementations.",RELAX NG Datatype API,"relaxngDatatype
",应用库
resource-agents-4.1.1-90.an8_4.7.src.rpm,,,"Alibaba Cloud (Aliyun) resource agents allows Alibaba Cloud
(Aliyun) instances to be managed in a cluster environment.
The Google Cloud Platform resource agents allows Google Cloud
Platform instances to be managed in a cluster environment.
A set of scripts to interface with several services to operate in a
High Availability environment for both Pacemaker and rgmanager
service managers.
","Alibaba Cloud (Aliyun) resource agents
Google Cloud Platform resource agents
Open Source HA Reusable Cluster Resource Scripts
",resource-agents,"A set of scripts to interface with several services to operate in a
High Availability environment for both Pacemaker and rgmanager
service managers.",Open Source HA Reusable Cluster Resource Scripts,"resource-agents-aliyun
resource-agents-gcp
resource-agents
",应用服务
resource-agents-4.9.0-16.an8.src.rpm,,,"Alibaba Cloud (Aliyun) resource agents allows Alibaba Cloud
(Aliyun) instances to be managed in a cluster environment.
The Google Cloud Platform resource agents allows Google Cloud
Platform instances to be managed in a cluster environment.
A set of scripts to interface with several services to operate in a
High Availability environment for both Pacemaker and rgmanager
service managers.
","Alibaba Cloud (Aliyun) resource agents
Google Cloud Platform resource agents
Open Source HA Reusable Cluster Resource Scripts
",resource-agents,"A set of scripts to interface with several services to operate in a
High Availability environment for both Pacemaker and rgmanager
service managers.",Open Source HA Reusable Cluster Resource Scripts,"resource-agents-aliyun
resource-agents-gcp
resource-agents
",应用服务
rest-0.8.1-2.el8.src.rpm,,,"This library was designed to make it easier to access web services that
claim to be ""RESTful"". A RESTful service should have urls that represent
remote objects, which methods can then be called on. The majority of services
don't actually adhere to this strict definition. Instead, their RESTful end
point usually has an API that is just simpler to use compared to other types
of APIs they may support (XML-RPC, for instance). It is this kind of API that
this library is attempting to support.
","A library for access to RESTful web services
",rest,"This library was designed to make it easier to access web services that
claim to be ""RESTful"". A RESTful service should have urls that represent
remote objects, which methods can then be called on. The majority of services
don't actually adhere to this strict definition. Instead, their RESTful end
point usually has an API that is just simpler to use compared to other types
of APIs they may support (XML-RPC, for instance). It is this kind of API that
this library is attempting to support.",A library for access to RESTful web services,"rest
",应用库
resteasy-3.0.26-6.module+an8.5.0+10626+b7948c75.src.rpm,,,"

RESTEasy contains a JBoss project that provides frameworks to help
build RESTful Web Services and RESTful Java applications. It is a fully
certified and portable implementation of the JAX-RS specification.
","Framework for RESTful Web services and Java applications
",resteasy,"

RESTEasy contains a JBoss project that provides frameworks to help
build RESTful Web Services and RESTful Java applications. It is a fully
certified and portable implementation of the JAX-RS specification.",Framework for RESTful Web services and Java applications,"resteasy
",应用库
rhythmbox-3.4.2-8.el8.src.rpm,,,"Rhythmbox is an integrated music management application based on the powerful
GStreamer media framework. It has a number of features, including an easy to
use music browser, searching and sorting, comprehensive audio format support
through GStreamer, Internet Radio support, playlists and more.

Rhythmbox is extensible through a plugin system.
","Music Management Application
",rhythmbox,"Rhythmbox is an integrated music management application based on the powerful
GStreamer media framework. It has a number of features, including an easy to
use music browser, searching and sorting, comprehensive audio format support
through GStreamer, Internet Radio support, playlists and more.

Rhythmbox is extensible through a plugin system.",Music Management Application,"rhythmbox
",应用工具/桌面
rig-1.0-3.an8.src.rpm,,,"Rig is a utility designed to watch or monitor specific system resources (e.g.
log files, journals, system activity, etc...) and then take specific action
when the trigger condition is met. Its primary aim is to assist in
troubleshooting and data collection for randomly occurring events.
","Monitor a system for events and trigger specific actions
",rig,"Rig is a utility designed to watch or monitor specific system resources (e.g.
log files, journals, system activity, etc...) and then take specific action
when the trigger condition is met. Its primary aim is to assist in
troubleshooting and data collection for randomly occurring events.",Monitor a system for events and trigger specific actions,"rig
",应用工具
rng-tools-6.14-4.git.b2b7934e.an8.src.rpm,,,"This is a random number generator daemon and its tools. It monitors
a set of entropy sources present on a system (like /dev/hwrng, RDRAND,
TPM, jitter) and supplies entropy from them to a kernel entropy pool.
","Random number generator related utilities
",rng-tools,"This is a random number generator daemon and its tools. It monitors
a set of entropy sources present on a system (like /dev/hwrng, RDRAND,
TPM, jitter) and supplies entropy from them to a kernel entropy pool.",Random number generator related utilities,"rng-tools
",系统服务
