rpm_name,zero_description,zero_summary,description,summary,src_name,分层分类
lttng-ust-2.8.1-11.0.2.an8,,,"This library may be used by user-space applications to generate
trace-points using LTTng.",LTTng Userspace Tracer library,lttng-ust-2.8.1-11.0.2.an8.src.rpm,应用库
lttng-ust-2.8.1-11.el8,,,"This library may be used by user-space applications to generate
trace-points using LTTng.",LTTng Userspace Tracer library,lttng-ust-2.8.1-11.el8.src.rpm,应用库
lua-5.3.4-12.0.2.an8,,,"Lua is a powerful light-weight programming language designed for
extending applications. Lua is also frequently used as a
general-purpose, stand-alone language. Lua is free software.
Lua combines simple procedural syntax with powerful data description
constructs based on associative arrays and extensible semantics. Lua
is dynamically typed, interpreted from bytecodes, and has automatic
memory management with garbage collection, making it ideal for
configuration, scripting, and rapid prototyping.",Powerful light-weight programming language,lua-5.3.4-12.0.2.an8.src.rpm,应用库/编程语言
lua-libs-5.3.4-12.0.2.an8,,,This package contains the shared libraries for lua.,Libraries for lua,lua-5.3.4-12.0.2.an8.src.rpm,应用库/编程语言
lua-5.3.4-12.an8,,,"Lua is a powerful light-weight programming language designed for
extending applications. Lua is also frequently used as a
general-purpose, stand-alone language. Lua is free software.
Lua combines simple procedural syntax with powerful data description
constructs based on associative arrays and extensible semantics. Lua
is dynamically typed, interpreted from bytecodes, and has automatic
memory management with garbage collection, making it ideal for
configuration, scripting, and rapid prototyping.",Powerful light-weight programming language,lua-5.3.4-12.an8.src.rpm,应用库/编程语言
lua-libs-5.3.4-12.an8,This package contains the shared libraries for lua.,Libraries for lua,,,lua-5.3.4-12.an8.src.rpm,应用库/编程语言
lua-expat-1.3.0-12.0.1.an8.1,,,LuaExpat is a SAX XML parser based on the Expat library.,SAX XML parser based on the Expat library,lua-expat-1.3.0-12.0.1.an8.1.src.rpm,应用库/编程语言
lua-expat-1.3.0-12.el8.1,,,LuaExpat is a SAX XML parser based on the Expat library.,SAX XML parser based on the Expat library,lua-expat-1.3.0-12.el8.1.src.rpm,应用库/编程语言
lua-filesystem-1.6.3-7.el8,,,"LuaFileSystem is a Lua library developed to complement the set of functions
related to file systems offered by the standard Lua distribution.

LuaFileSystem offers a portable way to access the underlying directory
structure and file attributes.",File System Library for the Lua Programming Language,lua-filesystem-1.6.3-7.el8.src.rpm,应用库/编程语言
luajit-2.1.0-0.16beta3.an8_6,,,"LuaJIT implements the full set of language features defined by Lua 5.1.
The virtual machine (VM) is API- and ABI-compatible to the standard
Lua interpreter and can be deployed as a drop-in replacement.",Just-In-Time Compiler for Lua,luajit-2.1.0-0.16beta3.an8_6.src.rpm,应用库/编程语言
lua-json-1.3.2-9.0.1.an8,,,"LuaJSON is a customizable JSON decoder/encoder, using LPEG for parsing.",JSON Parser/Constructor for Lua,lua-json-1.3.2-9.0.1.an8.src.rpm,应用库/编程语言
lua-json-1.3.2-9.el8,,,"LuaJSON is a customizable JSON decoder/encoder, using LPEG for parsing.",JSON Parser/Constructor for Lua,lua-json-1.3.2-9.el8.src.rpm,应用库/编程语言
lua-lpeg-1.0.1-6.0.1.an8,,,"LPeg is a new pattern-matching library for Lua, based on Parsing Expression
Grammars (PEGs).",Parsing Expression Grammars for Lua,lua-lpeg-1.0.1-6.0.1.an8.src.rpm,应用库/编程语言
lua-lpeg-1.0.1-6.el8,,,"LPeg is a new pattern-matching library for Lua, based on Parsing Expression
Grammars (PEGs).",Parsing Expression Grammars for Lua,lua-lpeg-1.0.1-6.el8.src.rpm,应用库/编程语言
lua-lunit-0.5-13.el8,,,"Lunit is a unit testing framework for lua, written in lua.

Lunit provides 26 assert functions, and a few misc functions for usage
in an easy unit testing framework.

Lunit comes with a test suite to test itself. The testsuite consists
of approximately 710 assertions.",Unit testing framework for Lua,lua-lunit-0.5-13.el8.src.rpm,应用库/编程语言
lua-posix-33.3.1-9.el8,,,"This is a POSIX library for Lua which provides access to many POSIX features
to Lua programs.",A POSIX library for Lua,lua-posix-33.3.1-9.el8.src.rpm,应用库/编程语言
lua-srpm-macros-1-3.an8_6,,,RPM macros for building Lua source packages.,RPM macros for building Lua source packages,lua-rpm-macros-1-3.an8_6.src.rpm,应用库/编程语言
lua-socket-3.0-0.17.rc1.0.1.an8,,,"LuaSocket is a Lua extension library that is composed by two parts: a C core
that provides support for the TCP and UDP transport layers, and a set of Lua
modules that add support for functionality commonly needed by applications
that deal with the Internet.

Among the support modules, the most commonly used implement the SMTP, HTTP
and FTP. In addition there are modules for MIME, URL handling and LTN12.",Network support for the Lua language,lua-socket-3.0-0.17.rc1.0.1.an8.src.rpm,应用库/编程语言
lua-socket-3.0-0.17.rc1.el8,,,"LuaSocket is a Lua extension library that is composed by two parts: a C core
that provides support for the TCP and UDP transport layers, and a set of Lua
modules that add support for functionality commonly needed by applications
that deal with the Internet.

Among the support modules, the most commonly used implement the SMTP, HTTP
and FTP. In addition there are modules for MIME, URL handling and LTN12.",Network support for the Lua language,lua-socket-3.0-0.17.rc1.el8.src.rpm,应用库/编程语言
lucene++-3.0.7-24.an8,,,"An up to date C++ port of the popular Java Lucene library, a high-performance, full-featured text search engine.","A high-performance, full-featured text search engine written in C++",lucene++-3.0.7-24.an8.src.rpm,应用库
lucene-8.4.1-5.module+an8.4.0+10285+813f8ad8,,,"Apache Lucene is a high-performance, full-featured text search
engine library written entirely in Java. It is a technology suitable
for nearly any application that requires full-text search, especially
cross-platform.","High-performance, full-featured text search engine",lucene-8.4.1-5.module+an8.4.0+10285+813f8ad8.src.rpm,应用库
lucene-analysis-8.4.1-5.module+an8.4.0+10285+813f8ad8,,,Lucene Common Analyzers.,Lucene Common Analyzers,lucene-8.4.1-5.module+an8.4.0+10285+813f8ad8.src.rpm,应用库
lucene-analyzers-smartcn-8.4.1-5.module+an8.4.0+10285+813f8ad8,,,Lucene Smart Chinese Analyzer.,Smart Chinese Analyzer,lucene-8.4.1-5.module+an8.4.0+10285+813f8ad8.src.rpm,应用库
lucene-queries-8.4.1-5.module+an8.4.0+10285+813f8ad8,,,Lucene Queries Module.,Lucene Queries Module,lucene-8.4.1-5.module+an8.4.0+10285+813f8ad8.src.rpm,应用库
lucene-queryparser-8.4.1-5.module+an8.4.0+10285+813f8ad8,,,Lucene QueryParsers Module.,Lucene QueryParsers Module,lucene-8.4.1-5.module+an8.4.0+10285+813f8ad8.src.rpm,应用库
lucene-sandbox-8.4.1-5.module+an8.4.0+10285+813f8ad8,,,Lucene Sandbox Module.,Lucene Sandbox Module,lucene-8.4.1-5.module+an8.4.0+10285+813f8ad8.src.rpm,应用库
libluksmeta-9-4.el8,,,"LUKSMeta is a C library for storing small portions of metadata in the LUKSv1
header for use before unlocking the volume.",Library for storing small metadata in the LUKSv1 header,luksmeta-9-4.el8.src.rpm,应用库
luksmeta-9-4.el8,,,"LUKSMeta is a command line utility for storing small portions of metadata in
the LUKSv1 header for use before unlocking the volume.",Utility for storing small metadata in the LUKSv1 header,luksmeta-9-4.el8.src.rpm,应用库
device-mapper-1.02.181-3.0.1.an8,,,"This package contains the supporting userspace utility, dmsetup,
for the kernel device-mapper.",Device mapper utility,lvm2-2.03.14-3.0.1.an8.src.rpm,系统工具
device-mapper-event-1.02.181-3.0.1.an8,,,"This package contains the dmeventd daemon for monitoring the state
of device-mapper devices.",Device-mapper event daemon,lvm2-2.03.14-3.0.1.an8.src.rpm,系统工具
device-mapper-event-libs-1.02.181-3.0.1.an8,,,"This package contains the device-mapper event daemon shared library,
libdevmapper-event.",Device-mapper event daemon shared library,lvm2-2.03.14-3.0.1.an8.src.rpm,系统工具
device-mapper-libs-1.02.181-3.0.1.an8,,,"This package contains the device-mapper shared library, libdevmapper.",Device-mapper shared library,lvm2-2.03.14-3.0.1.an8.src.rpm,系统库
lvm2-2.03.14-3.0.1.an8,,,"LVM2 includes all of the support for handling read/write operations on
physical volumes (hard disks, RAID-Systems, magneto optical, etc.,
multiple devices (MD), see mdadm(8) or even loop devices, see
losetup(8)), creating volume groups (kind of virtual disks) from one
or more physical volumes and creating one or more logical volumes
(kind of logical partitions) in volume groups.",Userland logical volume management tools,lvm2-2.03.14-3.0.1.an8.src.rpm,系统工具
lvm2-dbusd-2.03.14-3.0.1.an8,"
Daemon for access to LVM2 functionality through a D-Bus interface.",LVM2 D-Bus daemon,,,lvm2-2.03.14-3.0.1.an8.src.rpm,系统服务
lvm2-libs-2.03.14-3.0.1.an8,,,This package contains shared lvm2 libraries for applications.,Shared libraries for lvm2,lvm2-2.03.14-3.0.1.an8.src.rpm,系统库
lvm2-lockd-2.03.14-3.0.1.an8,,,"
LVM commands use lvmlockd to coordinate access to shared storage.",LVM locking daemon,lvm2-2.03.14-3.0.1.an8.src.rpm,系统服务
device-mapper-1.02.181-3.0.1.an8_6.2,,,"This package contains the supporting userspace utility, dmsetup,
for the kernel device-mapper.",Device mapper utility,lvm2-2.03.14-3.0.1.an8_6.2.src.rpm,系统工具
device-mapper-event-1.02.181-3.0.1.an8_6.2,,,"This package contains the dmeventd daemon for monitoring the state
of device-mapper devices.",Device-mapper event daemon,lvm2-2.03.14-3.0.1.an8_6.2.src.rpm,系统工具
device-mapper-event-libs-1.02.181-3.0.1.an8_6.2,,,"This package contains the device-mapper event daemon shared library,
libdevmapper-event.",Device-mapper event daemon shared library,lvm2-2.03.14-3.0.1.an8_6.2.src.rpm,系统工具
device-mapper-libs-1.02.181-3.0.1.an8_6.2,,,"This package contains the device-mapper shared library, libdevmapper.",Device-mapper shared library,lvm2-2.03.14-3.0.1.an8_6.2.src.rpm,系统库
lvm2-2.03.14-3.0.1.an8_6.2,,,"LVM2 includes all of the support for handling read/write operations on
physical volumes (hard disks, RAID-Systems, magneto optical, etc.,
multiple devices (MD), see mdadm(8) or even loop devices, see
losetup(8)), creating volume groups (kind of virtual disks) from one
or more physical volumes and creating one or more logical volumes
(kind of logical partitions) in volume groups.",Userland logical volume management tools,lvm2-2.03.14-3.0.1.an8_6.2.src.rpm,系统工具
lvm2-dbusd-2.03.14-3.0.1.an8_6.2,"
Daemon for access to LVM2 functionality through a D-Bus interface.",LVM2 D-Bus daemon,,,lvm2-2.03.14-3.0.1.an8_6.2.src.rpm,系统服务
lvm2-libs-2.03.14-3.0.1.an8_6.2,,,This package contains shared lvm2 libraries for applications.,Shared libraries for lvm2,lvm2-2.03.14-3.0.1.an8_6.2.src.rpm,系统库
lvm2-lockd-2.03.14-3.0.1.an8_6.2,"
LVM commands use lvmlockd to coordinate access to shared storage.",LVM locking daemon,,,lvm2-2.03.14-3.0.1.an8_6.2.src.rpm,系统服务
lynx-2.8.9-2.0.1.an8,,,"Lynx is a text-based Web browser. Lynx does not display any images,
but it does support frames, tables, and most other HTML tags. One
advantage Lynx has over graphical browsers is speed; Lynx starts and
exits quickly and swiftly displays web pages.",A text-based Web browser,lynx-2.8.9-2.0.1.an8.src.rpm,应用工具
lz4-1.8.3-3.an8,"LZ4 is an extremely fast loss-less compression algorithm, providing compression
speed at 400 MB/s per core, scalable with multi-core CPU. It also features
an extremely fast decoder, with speed in multiple GB/s per core, typically
reaching RAM speed limits on multi-core systems.",Extremely fast compression algorithm,,,lz4-1.8.3-3.an8.src.rpm,核心工具
lz4-libs-1.8.3-3.an8,,,This package contains the libaries for lz4.,Libaries for lz4,lz4-1.8.3-3.an8.src.rpm,核心工具
lz4-java-1.7.1-14.module+an8.5.0+10615+77f19fad,,,"LZ4 compression for Java, based on Yann Collet's work.
This library provides access to two compression methods
that both generate a valid LZ4 stream:

* fast scan (LZ4):
    掳 low memory footprint (~ 16 KB),
    掳 very fast (fast scan with skipping heuristics in case the
      input looks incompressible),
    掳 reasonable compression ratio (depending on the
      redundancy of the input).
* high compression (LZ4 HC):
    掳 medium memory footprint (~ 256 KB),
    掳 rather slow (~ 10 times slower than LZ4),
    掳 good compression ratio (depending on the size and
      the redundancy of the input).

The streams produced by those 2 compression algorithms use the
same compression format, are very fast to decompress and can be
decompressed by the same decompressor instance.",LZ4 compression for Java,lz4-java-1.7.1-14.module+an8.5.0+10615+77f19fad.src.rpm,应用库
lz4-java-javadoc-1.7.1-14.module+an8.5.0+10615+77f19fad,,,This package contains javadoc for lz4-java.,Javadoc for lz4-java,lz4-java-1.7.1-14.module+an8.5.0+10615+77f19fad.src.rpm,应用库
lzo-2.08-14.el8,,,"LZO is a portable lossless data compression library written in ANSI C.
It offers pretty fast compression and very fast decompression.
Decompression requires no memory. In addition there are slower
compression levels achieving a quite competitive compression ratio
while still decompressing at this very high speed.",Data compression library with very fast (de)compression,lzo-2.08-14.el8.src.rpm,应用库
lzo-minilzo-2.08-14.el8,"A small (mini) version of lzo for embedding into applications which don't need
full blown lzo compression support.",Mini version of lzo for apps which don't need the full version,,,lzo-2.08-14.el8.src.rpm,应用库
lzop-1.03-20.el8,"lzop is a compression utility which is designed to be a companion to gzip.
It is based on the LZO data compression library and its main advantages over
gzip are much higher compression and decompression speed at the cost of some
compression ratio. The lzop compression utility was designed with the goals
of reliability, speed, portability and with reasonable drop-in compatibility
to gzip.",Real-time file compressor,,,lzop-1.03-20.el8.src.rpm,应用工具
m17n-db-1.8.0-3.el8,,,"This package contains multilingualization (m17n) datafiles for m17n-lib
which describe input maps, encoding maps, OpenType font data and
font layout text rendering for languages.",Multilingualization datafiles for m17n-lib,m17n-db-1.8.0-3.el8.src.rpm,应用库
m17n-lib-1.8.0-2.el8,,,"m17n-lib is a multilingual text library used primarily to allow
the input of many languages with the input table maps from m17n-db.

The package provides the core and input method backend libraries.",Multilingual text library,m17n-lib-1.8.0-2.el8.src.rpm,应用库
