name,layer_true,layer_pred,summary,description
nvme-cli,系统,核心,NVMe management command line interface,nvme-cli provides NVM-Express user space tooling for Linux.
nydus-rs,应用,系统,Nydus image service,"Nydus - the Dragonfly image service, providing fast, secure and easy access to container images."
nydus-snapshotter,应用,系统,A containerd snapshotter with data deduplication and lazy loading,Nydus Snapshotter - A containerd snapshotter with data deduplication and lazy loading
ocaml-runtime,应用,核心,OCaml runtime environment,"OCaml is a high-level, strongly-typed, functional and object-oriented
programming language from the ML family of languages.

This package contains the runtime environment needed to run OCaml
bytecode."
ocaml-extlib,应用,系统,OCaml ExtLib additions to the standard library,"ExtLib is a project aiming at providing a complete - yet small -
standard library for the OCaml programming language. The purpose of
this library is to add new functions to OCaml Standard Library
modules, to modify some functions in order to get better performances
or more safety (tail-recursive) but also to provide new modules which
should be useful for the average OCaml programmer."
oci-seccomp-bpf-hook,应用,核心,OCI Hook to generate seccomp json files based on EBF syscalls used by container,"OCI Hook to generate seccomp json files based on EBF syscalls used by container
oci-seccomp-bpf-hook provides a library for applications looking to use
the Container Pod concept popularized by Kubernetes."
oci-systemd-hook,应用,核心,OCI systemd hook for docker,OCI systemd hooks enable running systemd in a OCI runc/docker container.
oddjob,应用,核心,A D-Bus service which runs odd jobs on behalf of client applications,"oddjob is a D-Bus service which performs particular tasks for clients which
connect to it and issue requests using the system-wide message bus."
oddjob-mkhomedir,应用,核心,An oddjob helper which creates and populates home directories,"This package contains the oddjob helper which can be used by the
pam_oddjob_mkhomedir module to create a home directory for a user
at login-time."
onboard-data,应用,系统,Data for Onboard,Data for Onboard.
oniguruma,应用,系统,Regular expressions library,"Oniguruma is a regular expressions library.
The characteristics of this library is that different character encoding
for every regular expression object can be specified.
(supported APIs: GNU regex, POSIX and Oniguruma native)"
opa-basic-tools,应用,系统,OPA management level tools and scripts,Contains basic tools for fabric management necessary on all compute nodes.
opa-fastfabric,应用,系统,Management level tools and scripts,Contains tools for managing fabric on a management node.
opa-libopamgt,应用,系统,Omni-Path management API library,"This package contains the library necessary to build applications
that interface with an Omni-Path FM."
opa-fm,应用,系统,Intel Omni-Path Fabric Management Software,"opa-fm contains Intel Omni-Path fabric management applications. This
includes: the Subnet Manager, Baseboard Manager, Performance Manager,
Fabric Executive, and some fabric management tools."
openblas,应用,系统,An optimized BLAS library based on GotoBLAS2,"
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn"
openblas-openmp,应用,系统,"An optimized BLAS library based on GotoBLAS2, OpenMP version","
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the library compiled with OpenMP support."
openblas-openmp64_,应用,系统,"An optimized BLAS library based on GotoBLAS2, OpenMP version","
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the library compiled with OpenMP support and
64-bit interface and a symbol name suffix."
openblas-openmp64,应用,系统,"An optimized BLAS library based on GotoBLAS2, OpenMP version","
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the library compiled with OpenMP support and
64-bit interface."
openblas-Rblas,应用,系统,A version of OpenBLAS for R to use as libRblas,"
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn"
openblas-serial64_,应用,系统,"An optimized BLAS library based on GotoBLAS2, serial version","
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the sequential library compiled with a 64-bit
interface and a symbol name suffix."
openblas-serial64,应用,系统,"An optimized BLAS library based on GotoBLAS2, serial version","
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the sequential library compiled with a 64-bit
interface."
openblas-static,应用,核心,Static version of OpenBLAS,"
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the static libraries."
openblas-threads,应用,系统,"An optimized BLAS library based on GotoBLAS2, pthreads version","
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the library compiled with threading support."
