name,label,text,y,summary,description,y_predict
liblangtag,库, An interface library to access tags for identifying languages  liblangtag is an interface library to access tags for identifying  languages.    Features:  * several subtag registry database supports:    - language    - extlang    - script    - region    - variant    - extension    - grandfathered    - redundant  * handling of the language tags    - parser    - matching    - canonicalizing,0, An interface library to access tags for identifying languages," liblangtag is an interface library to access tags for identifying
languages.

Features:
* several subtag registry database supports:
  - language
  - extlang
  - script
  - region
  - variant
  - extension
  - grandfathered
  - redundant
* handling of the language tags
  - parser
  - matching
  - canonicalizing",0
java-11-openjdk-demo-slowdebug,库, OpenJDK 11 Demos unoptimised with full debugging on  The OpenJDK 11 demos.  This package is unoptimised with full debugging. Install only as needed and remove ASAP.,0, OpenJDK 11 Demos unoptimised with full debugging on," The OpenJDK 11 demos.
This package is unoptimised with full debugging. Install only as needed and remove ASAP.",0
hunspell-mn,工具, Mongolian hunspell dictionaries  Mongolian hunspell dictionaries.,1, Mongolian hunspell dictionaries, Mongolian hunspell dictionaries.,1
perl-Clone,库," Recursively copy perl data types  This module provides a clone() method which makes recursive  copies of nested hash, array, scalar and reference types,  including tied variables and objects.    clone() takes a scalar argument and an optional parameter that  can be used to limit the depth of the copy. To duplicate lists,  arrays or hashes, pass them in by reference.",0, Recursively copy perl data types," This module provides a clone() method which makes recursive
copies of nested hash, array, scalar and reference types,
including tied variables and objects.

clone() takes a scalar argument and an optional parameter that
can be used to limit the depth of the copy. To duplicate lists,
arrays or hashes, pass them in by reference.",0
texinfo,工具, Tools needed to create Texinfo format documentation files  Texinfo is a documentation system that can produce both online  information and printed output from a single source file. The GNU  Project uses the Texinfo file format for most of its documentation.    Install texinfo if you want a documentation system for producing both  online and print documentation from the same source file and/or if you  are going to write documentation for the GNU Project.,1, Tools needed to create Texinfo format documentation files," Texinfo is a documentation system that can produce both online
information and printed output from a single source file. The GNU
Project uses the Texinfo file format for most of its documentation.

Install texinfo if you want a documentation system for producing both
online and print documentation from the same source file and/or if you
are going to write documentation for the GNU Project.",1
pangomm,库," C++ interface for Pango  pangomm provides a C++ interface to the Pango library. Highlights  include typesafe callbacks, widgets extensible via inheritance and a  comprehensive set of widget classes that can be freely combined to  quickly create complex user interfaces.",0, C++ interface for Pango," pangomm provides a C++ interface to the Pango library. Highlights
include typesafe callbacks, widgets extensible via inheritance and a
comprehensive set of widget classes that can be freely combined to
quickly create complex user interfaces.",0
boost-program-options,库," Run-time component of boost program_options library    Run-time support of boost program options library, which allows program  developers to obtain (name, value) pairs from the user, via  conventional methods such as command-line and configuration file.",0, Run-time component of boost program_options library," 
Run-time support of boost program options library, which allows program
developers to obtain (name, value) pairs from the user, via
conventional methods such as command-line and configuration file.",0
perl-XML-Simple,库, Easy API to maintain XML in Perl  The XML::Simple module provides a simple API layer on top of an  underlying XML parsing module (either XML::Parser or one of the SAX2  parser modules).,0, Easy API to maintain XML in Perl," The XML::Simple module provides a simple API layer on top of an
underlying XML parsing module (either XML::Parser or one of the SAX2
parser modules).",0
abrt-libs,库, Libraries for abrt  Libraries for abrt.,0, Libraries for abrt, Libraries for abrt.,0
maven-doxia-module-confluence,工具, Confluence module for maven-doxia  This package provides Confluence module for maven-doxia.,1, Confluence module for maven-doxia, This package provides Confluence module for maven-doxia.,1
setools-gui,工具," Policy analysis graphical tools for SELinux  SETools is a collection of graphical tools, command-line tools, and  Python modules designed to facilitate SELinux policy analysis.",1, Policy analysis graphical tools for SELinux," SETools is a collection of graphical tools, command-line tools, and
Python modules designed to facilitate SELinux policy analysis.",1
mod_dav_svn,工具," Apache httpd module for Subversion server  The mod_dav_svn package allows access to a Subversion repository  using HTTP, via the Apache httpd server.",1, Apache httpd module for Subversion server," The mod_dav_svn package allows access to a Subversion repository
using HTTP, via the Apache httpd server.",0
lorax-lmc-novirt,工具, livemedia-creator no-virt dependencies  Additional dependencies required by livemedia-creator when using it with --no-virt  to run Anaconda.,1, livemedia-creator no-virt dependencies," Additional dependencies required by livemedia-creator when using it with --no-virt
to run Anaconda.",1
gcc-toolset-10-systemtap-runtime,工具, Programmable system-wide instrumentation system - runtime  SystemTap runtime contains the components needed to execute  a systemtap script that was already compiled into a module  using a local or remote systemtap-devel installation.,1, Programmable system-wide instrumentation system - runtime," SystemTap runtime contains the components needed to execute
a systemtap script that was already compiled into a module
using a local or remote systemtap-devel installation.",1
javapackages-filesystem,库, Java packages filesystem layout  This package provides some basic directories into which Java packages  install their content.,0, Java packages filesystem layout," This package provides some basic directories into which Java packages
install their content.",0
python3-snowballstemmer,库," Provides 16 stemmer algorithms generated from Snowball algorithms  It includes following language algorithms:    * Danish  * Dutch  * English (Standard, Porter)  * Finnish  * French  * German  * Hungarian  * Italian  * Norwegian  * Portuguese  * Romanian  * Russian  * Spanish  * Swedish  * Turkis    This is a pure Python stemming library. If PyStemmer is available, this module  uses it to accelerate.",0, Provides 16 stemmer algorithms generated from Snowball algorithms," It includes following language algorithms:

* Danish
* Dutch
* English (Standard, Porter)
* Finnish
* French
* German
* Hungarian
* Italian
* Norwegian
* Portuguese
* Romanian
* Russian
* Spanish
* Swedish
* Turkis

This is a pure Python stemming library. If PyStemmer is available, this module
uses it to accelerate.",0
hyphen-lt,库, Lithuanian hyphenation rules  Lithuanian hyphenation rules.,0, Lithuanian hyphenation rules, Lithuanian hyphenation rules.,0
java-11-openjdk,库, OpenJDK 11 Runtime Environment  The OpenJDK 11 runtime environment.,0, OpenJDK 11 Runtime Environment, The OpenJDK 11 runtime environment.,0
glibc-headers,库,"Header files for development using standard C libraries.  The glibc-headers package contains the header files necessary  for developing programs which use the standard C libraries (which are  used by nearly all programs).  If you are developing programs which  will use the standard C libraries, your system needs to have these  standard header files available in order to create the  executables.    Install glibc-headers if you are going to develop programs which will  use the standard C libraries. ",0,Header files for development using standard C libraries. ,"The glibc-headers package contains the header files necessary
for developing programs which use the standard C libraries (which are
used by nearly all programs).  If you are developing programs which
will use the standard C libraries, your system needs to have these
standard header files available in order to create the
executables.

Install glibc-headers if you are going to develop programs which will
use the standard C libraries. ",0
